,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,churn
3528,MD,47,415,1,0,0,177.1,104,217.4,97,191.8,131,9.7,5,2,0
3529,GA,77,415,0,0,0,134.5,119,119.7,104,250.7,112,9.3,5,0,0
3530,WY,39,510,0,1,38,201.8,66,200.1,87,173.7,112,9.5,3,0,0
3531,WV,193,415,0,0,0,180.5,114,117.9,80,192.9,97,10.2,4,2,0
3532,OH,103,415,0,1,40,164.5,95,228.7,82,194.7,97,7.4,1,4,0
3533,AK,36,415,1,1,19,171.9,96,198.4,111,321.7,76,10.5,1,1,1
3534,IL,87,415,0,0,0,221.4,69,195.2,53,120.6,91,13.7,4,1,0
3535,RI,1,510,0,0,0,241.5,114,195.2,94,201.6,93,14.1,3,3,0
3536,WY,62,415,0,0,0,116.5,77,186.1,111,180.6,72,16.1,2,3,0
3537,WA,112,415,0,0,0,158.1,107,181.5,101,200.3,126,8.3,7,1,0
3538,CO,82,408,0,0,0,121.6,81,191.3,109,231.4,81,8.6,5,3,0
3539,AL,55,415,0,1,28,222.5,134,177.8,106,194.6,90,9.7,4,2,0
3540,IA,82,510,0,1,23,123.7,93,139.1,74,174.5,118,10.6,2,1,0
3541,OH,69,415,0,0,0,244.8,76,77.2,100,222.8,102,10.0,3,0,0
3542,HI,87,510,0,0,0,297.4,63,118.4,108,242.3,72,11.0,2,2,1
3543,WV,63,415,0,0,0,147.8,95,201.4,72,154.9,118,8.6,8,1,0
3544,ID,68,415,0,0,0,186.5,108,190.2,107,187.8,103,11.0,5,1,0
3545,TX,119,510,0,0,0,107.2,100,221.1,100,212.6,96,8.3,3,2,0
3546,ID,43,415,0,1,36,93.1,68,246.1,83,94.9,109,8.7,8,1,0
3547,CA,136,510,0,0,0,132.4,110,254.1,81,176.5,100,13.0,6,2,0
3548,OR,149,415,0,0,0,114.5,103,228.8,100,135.8,74,10.7,3,0,0
3549,NY,77,415,0,0,0,184.7,130,194.0,105,249.1,91,9.0,4,1,0
3550,MI,110,415,0,0,0,94.1,127,283.0,97,168.7,69,10.3,6,2,0
3551,WA,70,415,0,0,0,229.3,110,118.2,89,155.0,105,7.9,4,1,0
3552,VT,155,510,0,0,0,223.8,109,233.4,68,201.6,111,8.8,8,1,0
3553,DC,151,415,0,1,27,154.4,141,210.6,109,167.9,109,7.8,3,3,0
3554,TX,125,415,0,0,0,190.2,107,209.2,75,102.1,136,14.2,5,4,1
3555,NJ,83,415,0,0,0,167.0,120,209.1,102,131.0,107,8.6,2,1,0
3556,ND,94,510,0,0,0,154.8,113,261.8,121,213.0,81,11.6,5,0,0
3557,CO,11,415,0,1,36,293.4,122,174.1,91,212.0,50,6.9,6,1,0
3558,CO,92,415,0,0,0,160.5,113,287.3,134,212.6,93,8.2,3,3,0
3559,GA,70,415,0,1,20,230.2,110,177.5,111,206.3,38,11.9,2,0,0
3560,UT,82,510,0,0,0,191.9,95,116.7,105,202.6,113,8.2,5,0,0
3561,CO,65,408,0,0,0,131.5,119,222.3,119,155.3,83,11.1,7,1,0
3562,AZ,102,510,0,0,0,171.6,116,219.4,111,242.1,85,12.1,4,0,1
3563,CT,78,408,0,0,0,157.3,61,242.0,119,196.0,107,10.6,1,1,0
3564,NM,77,408,1,0,0,192.7,82,198.0,91,204.2,95,9.0,6,1,0
3565,ME,58,415,0,1,29,239.6,84,182.1,80,118.3,100,11.0,3,2,0
3566,CT,38,510,0,0,0,96.9,110,241.4,75,141.0,69,10.8,3,0,0
3567,MO,87,408,0,0,0,129.5,104,194.0,133,287.9,65,7.2,7,2,0
3568,WY,72,510,1,0,0,274.0,75,162.8,110,110.0,121,7.7,3,4,0
3569,DC,69,415,0,0,0,111.7,86,187.5,68,194.8,128,11.6,10,2,0
3570,RI,85,408,0,0,0,142.7,82,179.1,106,141.4,88,5.0,8,3,0
3571,VA,176,415,0,0,0,216.7,91,233.9,104,231.1,110,9.0,4,1,0
3572,MA,133,415,0,0,0,207.1,106,283.5,124,65.2,107,10.5,2,3,0
3573,MT,146,415,0,0,0,214.8,86,230.9,94,223.8,100,5.8,3,3,0
3574,WA,31,415,0,0,0,142.9,67,109.7,72,293.6,112,11.5,6,0,0
3575,TN,78,415,1,0,0,71.5,126,166.8,127,211.6,86,8.3,2,3,1
3576,ND,118,415,0,0,0,77.6,113,126.9,75,191.0,79,14.9,4,1,0
3577,ME,119,510,0,0,0,73.7,66,160.5,132,214.2,67,13.0,6,3,0
3578,CO,141,408,0,0,0,264.3,90,216.4,101,208.8,72,9.6,3,0,1
3579,DC,150,510,1,0,0,114.8,156,135.3,78,218.4,98,15.6,4,1,1
3580,UT,76,415,0,0,0,212.5,124,215.5,110,128.0,94,5.2,9,3,0
3581,ID,159,510,0,1,36,288.2,120,227.1,105,198.2,113,13.3,7,1,0
3582,UT,66,415,0,0,0,192.4,98,187.0,93,132.9,82,11.2,1,0,0
3583,MD,139,415,0,0,0,102.2,76,230.0,106,183.4,136,10.8,4,1,0
3584,VT,122,415,1,0,0,49.5,114,214.1,98,154.9,120,10.0,4,0,0
3585,FL,91,415,0,0,0,153.2,70,231.7,91,115.1,80,9.8,3,4,1
3586,NH,131,415,0,0,0,55.5,79,163.5,104,128.1,59,10.1,4,1,0
3587,IL,135,415,0,0,0,247.2,61,168.7,122,169.8,100,6.6,1,0,0
3588,KS,129,415,0,0,0,220.2,117,261.1,102,165.9,132,10.8,1,2,0
3589,WV,85,415,0,0,0,116.9,75,183.3,109,307.4,119,10.0,8,2,0
3590,ID,125,408,0,0,0,175.9,98,192.8,148,278.2,110,10.6,5,0,0
3591,ME,67,415,0,0,0,208.0,95,234.8,81,266.0,80,11.7,6,3,0
3592,MA,61,415,0,1,28,239.9,110,218.9,87,166.0,46,12.1,4,1,0
3593,OR,135,408,1,0,0,174.8,112,218.0,125,180.1,102,12.7,6,3,0
3594,WV,43,510,0,1,26,141.5,94,196.4,123,172.4,100,12.9,1,3,0
3595,MO,120,415,0,0,0,79.2,123,212.1,106,224.6,104,10.2,4,3,0
3596,WY,62,415,0,0,0,238.9,102,161.4,115,248.5,103,13.4,4,0,0
3597,WV,160,408,0,1,37,179.8,104,144.8,115,209.1,89,11.1,8,3,0
3598,UT,67,510,0,0,0,225.9,78,243.1,83,84.1,94,13.5,2,2,1
3599,KY,98,415,0,0,0,189.8,113,271.5,111,218.9,96,13.0,5,1,0
3600,OK,103,510,0,0,0,267.0,97,204.3,151,246.9,67,11.3,7,1,1
3601,TN,121,415,0,0,0,217.3,79,218.0,106,166.5,69,11.5,7,1,0
3602,GA,111,415,0,0,0,129.1,92,148.9,132,264.0,103,16.8,7,2,0
3603,NE,127,408,0,0,0,135.5,110,146.0,116,208.0,88,10.7,4,2,0
3604,WA,65,510,0,0,0,183.4,63,183.6,80,153.5,83,10.7,4,4,1
3605,MO,86,510,0,0,0,223.0,109,286.2,76,257.8,132,7.5,7,3,1
3606,ME,119,510,0,0,0,140.0,135,138.9,103,230.2,121,6.1,6,0,0
3607,WI,113,415,0,0,0,126.0,90,205.8,92,217.0,121,12.8,1,0,0
3608,NC,126,415,0,0,0,228.2,68,170.2,102,168.9,72,10.2,6,1,0
3609,OK,103,415,0,0,0,278.4,121,252.2,139,202.3,96,13.7,1,1,1
3610,MA,104,415,0,0,0,285.3,75,130.8,111,181.8,99,10.5,2,2,0
3611,MN,56,415,0,0,0,222.9,100,145.2,110,170.6,129,5.6,8,1,0
3612,ND,56,510,0,1,37,153.7,97,271.4,91,179.0,121,8.3,2,1,0
3613,AZ,155,415,1,0,0,176.1,88,244.5,84,189.9,99,11.2,1,2,1
3614,SC,100,408,0,1,41,306.9,71,243.3,72,125.9,114,10.5,4,2,0
3615,ME,113,408,0,0,0,203.4,85,219.8,140,240.0,107,8.3,5,1,0
3616,MO,103,415,0,1,37,230.7,112,319.4,116,299.4,77,7.9,3,2,0
3617,NJ,160,415,0,0,0,118.9,106,163.5,75,195.0,131,13.1,4,0,0
3618,WY,142,408,0,1,34,219.5,85,144.0,120,258.2,84,7.0,3,1,0
3619,OK,73,415,1,1,34,252.9,103,220.1,79,144.9,65,11.4,3,0,0
3620,PA,135,415,0,1,46,172.6,77,203.4,102,264.2,108,10.4,2,1,0
3621,NM,29,415,0,0,0,262.0,112,82.7,60,195.1,120,10.7,5,1,0
3622,FL,158,415,0,0,0,123.3,115,130.4,91,243.7,119,11.2,3,3,0
3623,NV,104,415,0,0,0,210.9,90,272.2,101,304.3,86,10.6,5,3,1
3624,SD,74,510,0,0,0,143.7,97,229.6,110,98.8,100,11.8,5,1,0
3625,OR,28,415,0,0,0,171.2,90,173.9,65,210.5,139,14.0,4,2,0
3626,TN,45,415,1,0,0,189.6,96,171.7,69,222.0,102,13.9,7,1,1
3627,VA,60,415,0,0,0,229.5,91,157.7,67,162.4,76,13.2,3,2,0
3628,ME,173,408,0,0,0,128.6,108,248.3,92,130.1,115,10.4,2,4,1
3629,FL,152,408,0,1,26,214.8,82,226.7,135,206.7,97,7.6,11,1,0
3630,RI,140,510,0,0,0,187.1,110,158.0,70,211.4,123,8.5,2,2,0
3631,DC,94,415,0,1,31,209.3,90,281.7,111,190.1,66,7.9,5,0,0
3632,AR,88,415,0,0,0,141.7,102,226.2,125,100.1,93,11.9,8,0,0
3633,OR,170,408,0,1,22,173.6,66,142.2,83,156.5,93,5.2,3,1,0
3634,SD,57,510,0,0,0,176.9,75,204.2,86,254.1,90,6.1,4,1,0
3635,NC,102,408,0,1,27,109.8,66,207.3,76,236.9,101,10.3,7,0,0
3636,OH,49,408,0,0,0,202.3,105,195.4,131,190.1,88,9.0,2,3,1
3637,IN,195,415,0,0,0,221.6,109,126.2,94,212.2,98,6.4,2,0,0
3638,MT,64,415,0,0,0,131.3,105,109.4,114,246.2,125,12.7,4,4,1
3639,SC,105,408,1,0,0,274.0,156,263.0,69,195.9,93,11.3,3,3,1
3640,OR,81,415,0,1,33,200.3,103,216.9,96,249.8,100,15.5,4,1,0
3641,GA,63,408,0,0,0,204.0,119,161.7,90,202.6,113,9.4,4,3,0
3642,MI,126,415,0,0,0,193.1,114,75.5,61,186.2,73,11.1,1,3,0
3643,OR,153,415,0,0,0,202.2,132,158.9,78,111.4,98,8.6,4,2,0
3644,OR,67,415,0,0,0,245.1,118,185.2,94,193.6,112,8.1,3,3,0
3645,MA,65,408,0,0,0,158.3,71,168.3,119,139.9,119,6.6,6,2,0
3646,IA,21,408,0,0,0,138.1,79,186.9,75,194.2,105,12.1,1,0,0
3647,VA,72,510,0,0,0,212.7,92,306.4,100,140.3,90,12.9,6,0,0
3648,WV,176,510,0,0,0,304.2,111,306.6,64,207.9,98,9.5,2,7,1
3649,TX,150,408,0,1,24,212.4,157,168.7,91,199.4,112,9.7,1,2,0
3650,IL,108,510,1,0,0,137.3,68,143.8,94,238.7,101,8.9,1,1,1
3651,RI,129,510,0,1,10,161.4,91,183.1,102,240.3,65,12.9,3,1,0
3652,WA,73,510,1,0,0,202.9,108,285.9,121,219.0,102,12.8,5,1,0
3653,DE,90,415,0,0,0,272.2,75,122.9,96,252.6,100,9.2,2,0,0
3654,NV,105,408,0,0,0,98.2,103,140.3,91,140.2,106,13.9,1,1,0
3655,MO,115,408,0,0,0,80.8,81,195.7,91,190.1,66,11.7,6,1,0
3656,OH,82,415,0,0,0,207.2,114,163.7,97,192.8,79,9.3,4,7,0
3657,ME,77,415,0,0,0,208.8,117,175.4,81,171.5,105,13.4,3,0,0
3658,NH,201,510,0,0,0,159.9,61,237.3,124,290.2,99,13.4,4,3,0
3659,NC,139,415,1,0,0,185.1,101,266.7,75,207.9,95,9.0,3,3,0
3660,KY,94,408,0,0,0,139.1,93,237.9,100,227.1,59,11.4,3,1,0
3661,UT,95,415,0,0,0,155.5,99,167.0,75,190.7,125,13.2,4,1,0
3662,NV,138,408,0,0,0,180.5,82,242.4,103,244.4,89,10.3,7,2,0
3663,VT,105,415,0,0,0,204.6,111,134.4,109,260.8,69,5.7,7,1,0
3664,ME,81,415,1,0,0,220.4,76,276.4,122,239.5,112,11.4,5,1,1
3665,ME,127,510,0,0,0,223.2,137,144.7,119,96.0,109,8.6,4,2,0
3666,PA,84,415,0,0,0,109.1,114,231.4,113,274.0,112,9.6,4,0,0
3667,MI,47,510,0,1,30,136.5,101,174.9,74,146.4,91,10.9,3,2,0
3668,MN,128,510,1,0,0,192.8,96,136.6,86,151.8,75,13.5,4,1,1
3669,KY,76,510,0,0,0,293.8,94,169.6,62,160.4,103,13.7,9,0,1
3670,KY,167,408,0,0,0,130.5,66,80.9,102,221.6,116,11.2,5,1,0
3671,PA,104,415,0,0,0,186.8,102,176.3,114,222.2,84,13.0,3,0,0
3672,VA,136,415,0,0,0,110.2,92,219.4,109,188.1,67,12.3,4,2,0
3673,UT,83,510,0,1,33,228.2,85,249.2,114,93.5,89,10.2,7,0,0
3674,DC,78,415,1,0,0,176.6,107,179.4,98,178.2,80,16.6,5,2,1
3675,MA,135,415,0,1,45,241.4,102,206.4,78,196.6,104,9.4,6,0,0
3676,LA,79,408,0,0,0,174.8,88,197.0,94,87.0,103,8.6,6,3,0
3677,VA,133,415,0,0,0,171.8,64,177.1,83,223.0,96,10.3,4,1,0
3678,MI,76,415,0,1,37,190.8,58,221.9,101,211.2,104,12.3,4,1,0
3679,MI,216,408,0,0,0,212.3,106,191.1,71,224.9,79,9.4,8,3,0
3680,CT,73,510,0,0,0,159.0,123,233.3,95,178.9,155,15.2,3,2,0
3681,NH,183,408,0,1,38,178.4,103,184.4,79,203.3,94,7.2,3,3,0
3682,AL,106,415,0,0,0,222.1,123,276.8,92,213.5,99,9.0,3,0,0
3683,RI,90,510,0,0,0,190.0,98,196.1,111,216.4,58,8.0,6,2,0
3684,NY,112,415,0,1,17,120.0,94,79.5,104,214.0,94,8.7,1,1,0
3685,OH,92,415,0,0,0,145.9,90,148.1,105,241.3,93,8.4,1,2,0
3686,WV,35,408,0,0,0,179.8,82,176.1,78,132.6,85,12.0,5,1,0
3687,OK,28,408,0,0,0,225.7,70,206.9,90,167.9,88,13.8,3,1,0
3688,WI,93,415,0,0,0,199.7,109,114.2,68,241.0,109,7.1,2,0,0
3689,OH,26,510,0,0,0,150.0,63,225.0,90,202.3,99,9.2,5,3,0
3690,OK,33,415,1,0,0,247.1,114,146.5,110,208.9,94,10.6,2,4,1
3691,PA,120,408,0,0,0,215.7,75,244.4,105,211.2,91,11.4,5,2,0
3692,KS,124,415,0,0,0,94.8,102,238.9,91,279.4,94,11.6,3,2,0
3693,SD,56,415,0,0,0,79.3,115,159.0,64,245.7,99,10.1,4,1,0
3694,UT,39,408,0,0,0,157.2,81,247.7,131,215.7,141,9.9,9,1,0
3695,IN,158,408,0,0,0,119.8,123,262.2,122,219.8,111,12.4,5,1,0
3696,IA,52,510,0,1,24,229.1,86,168.7,124,245.4,75,14.6,2,1,0
3697,WA,112,408,0,0,0,135.1,112,226.3,85,115.2,108,11.1,6,1,0
3698,AL,12,408,0,0,0,239.7,112,221.1,122,207.3,109,11.1,3,2,0
3699,TX,109,510,1,0,0,159.6,136,151.0,126,142.1,53,7.3,4,4,1
3700,CT,142,510,0,1,38,231.2,125,174.8,121,171.2,87,12.4,2,4,0
3701,OR,60,510,0,0,0,203.7,95,212.6,122,177.1,103,7.9,1,3,0
3702,IN,168,415,0,0,0,160.6,110,185.2,120,120.2,104,9.1,4,1,1
3703,NY,138,415,1,0,0,261.1,96,170.9,120,71.1,89,0.0,0,3,1
3704,WY,88,415,0,0,0,138.7,92,205.8,73,247.9,119,9.8,5,1,0
3705,WI,119,415,0,0,0,226.6,126,143.6,107,94.9,123,12.1,5,1,0
3706,DE,31,408,0,0,0,229.1,120,172.4,79,243.6,102,11.0,4,3,0
3707,TN,102,408,0,0,0,157.4,83,47.3,102,160.4,92,11.4,5,0,0
3708,DC,149,415,0,1,25,185.6,109,167.3,89,171.6,100,10.7,3,1,1
3709,TX,138,415,0,0,0,217.2,73,190.8,127,133.5,97,5.2,3,4,0
3710,DC,118,415,0,0,0,183.1,128,241.0,93,211.1,108,12.5,4,0,0
3711,TN,222,408,0,1,34,218.5,89,160.7,76,181.6,76,4.9,5,4,0
3712,MI,130,415,0,0,0,143.8,76,274.8,103,194.7,105,12.3,1,0,0
3713,DE,140,415,0,0,0,143.0,100,193.4,89,59.5,81,12.3,8,4,1
3714,CO,101,415,0,1,39,147.2,105,168.8,96,165.3,118,13.0,4,1,0
3715,NJ,134,415,0,1,32,224.0,75,97.5,103,211.6,80,10.7,5,2,0
3716,OK,88,408,1,0,0,132.9,132,208.2,82,260.5,42,14.4,11,2,1
3717,VA,118,408,0,0,0,160.3,110,53.2,92,130.7,119,10.5,4,0,0
3718,TN,93,415,0,1,21,213.8,103,257.7,72,218.4,114,7.2,6,1,0
3719,HI,232,415,0,0,0,248.2,128,211.2,96,147.1,117,10.0,6,2,0
3720,PA,137,415,0,1,25,174.6,88,243.8,118,259.7,103,12.2,3,3,0
3721,WY,3,415,0,1,23,205.5,102,209.5,83,182.3,99,6.4,4,0,0
3722,RI,137,415,0,0,0,209.1,104,189.4,96,214.4,83,14.8,4,3,0
3723,RI,42,415,0,0,0,251.1,81,178.3,106,184.6,90,12.7,5,0,0
3724,MD,58,408,0,0,0,187.6,113,217.4,115,139.7,92,9.8,5,3,0
3725,KY,55,415,0,1,37,197.5,89,228.7,141,313.4,121,19.7,2,1,0
3726,OH,69,510,0,0,0,221.6,88,231.8,87,211.7,116,8.6,9,1,0
3727,VA,100,415,0,0,0,200.7,151,290.8,127,186.7,105,10.2,9,1,0
3728,PA,86,510,0,0,0,212.8,79,90.9,145,152.3,67,11.9,3,2,0
3729,NE,105,510,0,0,0,213.3,99,153.1,79,227.9,98,10.8,5,1,0
3730,GA,111,408,1,0,0,177.1,102,249.1,102,153.3,66,8.8,4,2,0
3731,ME,75,408,0,0,0,229.2,59,142.8,107,291.6,109,8.5,5,0,0
3732,OH,95,510,0,1,24,129.4,120,159.8,68,214.4,83,12.6,4,4,1
3733,ID,137,510,0,0,0,203.1,97,132.0,76,250.9,94,9.2,4,4,0
3734,KS,116,408,1,0,0,232.2,98,244.7,91,151.3,69,10.6,1,7,1
3735,TN,125,415,0,0,0,138.5,96,159.7,117,212.7,91,7.7,3,2,0
3736,WA,65,415,0,0,0,189.3,74,205.3,90,228.2,78,8.5,13,3,0
3737,VT,100,510,0,0,0,254.2,97,262.0,88,256.3,82,13.6,6,0,1
3738,IL,70,408,0,0,0,176.5,85,119.2,93,227.7,90,8.7,5,1,0
3739,ID,67,415,0,0,0,234.3,111,206.4,87,157.3,101,5.8,10,3,0
3740,DE,50,510,0,1,39,147.3,75,244.8,74,216.9,101,13.2,3,2,0
3741,AK,42,415,0,0,0,171.0,129,183.9,96,130.2,90,4.6,6,0,0
3742,MO,103,415,0,1,34,240.6,92,204.2,99,297.0,82,12.7,9,5,0
3743,NE,90,415,0,0,0,114.4,108,232.8,150,198.1,78,8.9,3,0,0
3744,FL,66,510,0,0,0,113.9,112,271.8,106,216.7,95,15.6,3,2,0
3745,MI,22,408,0,0,0,180.0,65,207.0,106,182.8,111,8.3,6,1,0
3746,PA,147,510,0,1,35,110.8,123,199.2,81,212.9,77,8.9,4,2,0
3747,AR,57,415,0,1,26,138.7,99,134.5,105,261.7,95,13.0,5,2,0
3748,KY,7,510,0,1,33,211.8,99,170.9,110,244.2,125,11.2,4,2,0
3749,MN,85,415,0,0,0,234.5,113,237.3,116,122.7,110,12.9,3,4,0
3750,TX,92,510,0,0,0,240.2,86,107.6,79,156.6,121,7.5,4,1,0
3751,HI,92,510,0,0,0,222.4,105,164.0,129,233.3,113,9.9,8,1,0
3752,WI,133,415,0,0,0,113.3,137,160.2,103,228.8,98,10.1,7,2,0
3753,NV,134,408,0,0,0,107.0,146,220.0,116,149.8,108,7.2,3,2,0
3754,IL,66,415,0,1,31,163.2,106,267.9,108,172.6,100,9.7,5,1,0
3755,MS,65,510,0,0,0,193.8,113,151.7,106,208.9,94,12.6,3,3,0
3756,MA,102,510,0,0,0,143.7,82,170.9,83,310.9,112,9.8,1,2,0
3757,OR,101,415,1,0,0,169.5,117,212.0,111,204.0,120,9.7,1,0,1
3758,AR,115,415,0,1,37,184.1,67,159.4,104,193.3,121,13.3,3,0,0
3759,LA,111,408,0,1,33,154.0,122,207.3,123,186.2,105,10.8,8,1,0
3760,NJ,121,415,0,0,0,166.3,114,138.8,130,215.3,108,10.4,10,2,0
3761,MT,108,415,0,0,0,108.6,128,325.2,97,173.6,67,9.3,6,0,0
3762,MD,63,415,0,1,25,230.3,82,165.6,96,227.7,125,9.0,2,1,0
3763,CT,59,415,0,1,46,200.1,44,126.0,78,146.3,123,10.6,5,1,0
3764,OH,82,415,0,0,0,179.2,95,228.9,95,187.7,100,13.2,2,1,0
3765,NV,110,510,0,0,0,129.5,94,92.6,96,154.3,110,9.9,5,3,0
3766,KS,85,408,0,0,0,164.0,111,229.4,108,220.7,105,9.3,2,1,0
3767,TX,46,415,0,0,0,230.7,117,186.2,84,182.2,109,9.2,4,2,0
3768,MN,44,408,0,0,0,207.2,90,178.6,76,182.0,74,0.0,0,0,0
3769,MT,171,408,0,0,0,171.9,99,249.2,95,174.9,81,12.5,4,1,0
3770,AK,88,415,0,1,37,181.7,88,237.4,106,209.1,111,9.5,5,2,0
3771,HI,169,408,0,0,0,240.7,119,141.1,102,120.6,56,7.7,2,2,0
3772,TX,48,510,0,0,0,198.2,108,181.0,70,238.9,86,12.1,2,1,0
3773,ID,65,408,0,0,0,96.0,95,117.0,82,172.9,114,6.7,3,3,0
3774,KY,53,510,0,0,0,171.5,75,224.5,111,187.4,84,9.7,6,1,0
3775,AR,72,415,0,1,27,111.7,68,252.8,106,255.5,109,7.8,4,1,0
3776,OR,100,510,0,0,0,152.7,98,212.4,73,264.5,90,7.9,3,2,0
3777,MN,82,415,0,0,0,194.7,105,210.9,100,236.9,143,11.6,3,3,0
3778,HI,71,415,0,0,0,119.9,108,240.7,82,151.1,124,8.1,7,3,0
3779,LA,103,415,0,0,0,222.9,129,205.0,87,141.3,99,9.9,2,1,0
3780,RI,87,415,0,0,0,210.7,46,215.6,116,170.4,79,13.2,3,1,0
3781,MD,116,408,0,0,0,254.6,107,249.4,89,229.6,77,9.0,18,2,1
3782,MS,140,415,0,0,0,265.0,100,147.6,89,247.7,94,10.7,3,1,0
3783,TN,93,408,0,0,0,172.3,135,318.7,95,131.5,104,11.5,4,3,0
3784,ID,90,415,0,0,0,259.1,140,124.0,119,188.3,79,12.8,3,0,0
3785,GA,130,415,0,0,0,211.4,91,191.0,62,207.3,109,11.6,3,1,0
3786,KS,121,408,1,0,0,175.9,87,225.3,114,156.2,113,10.4,3,2,0
3787,WV,94,415,1,1,39,115.5,90,122.5,99,197.7,110,7.0,3,0,0
3788,MS,76,408,0,0,0,193.0,82,200.8,109,135.9,79,14.4,3,0,0
3789,MS,69,510,0,0,0,167.4,105,121.5,142,209.3,83,16.0,2,1,0
3790,SC,117,415,0,1,35,190.7,100,209.7,107,202.5,101,12.4,5,1,0
3791,KS,70,415,0,0,0,325.5,128,300.3,105,199.8,93,5.7,7,1,1
3792,ID,130,415,0,0,0,139.0,98,120.2,116,160.4,113,14.5,2,3,0
3793,AK,109,415,0,1,40,155.9,110,161.2,99,229.2,81,11.5,13,0,0
3794,MS,115,415,0,0,0,182.1,97,231.1,76,246.2,103,15.0,2,0,0
3795,NY,114,408,0,0,0,139.8,152,215.9,76,96.9,111,7.9,10,2,0
3796,OH,135,510,0,0,0,112.7,123,280.0,90,251.9,110,10.4,2,0,0
3797,DE,79,415,0,1,31,173.2,98,149.5,123,245.7,91,11.5,7,1,0
3798,RI,123,408,0,0,0,225.6,102,225.8,56,186.7,128,6.7,2,1,0
3799,NE,112,415,1,0,0,195.7,123,141.9,124,136.4,72,7.9,6,1,0
3800,HI,57,415,0,0,0,214.0,100,209.9,80,105.1,112,11.3,1,0,0
3801,NM,143,415,0,0,0,271.7,67,189.1,155,101.1,55,17.2,5,1,0
3802,UT,107,510,0,0,0,257.7,98,156.5,84,104.4,123,9.8,3,1,0
3803,MD,103,415,1,0,0,133.2,90,236.8,70,214.1,120,12.5,2,1,1
3804,IA,157,415,0,0,0,248.7,113,251.8,79,262.7,46,7.5,3,5,1
3805,KY,120,408,0,0,0,180.8,93,190.1,82,192.3,66,10.5,7,2,0
3806,VT,81,415,1,1,32,229.0,80,221.0,113,291.4,91,12.4,5,1,0
3807,NM,136,408,0,0,0,276.3,94,226.0,125,221.4,87,7.2,1,1,1
3808,VT,83,510,0,1,37,133.1,117,171.4,89,218.1,92,10.9,4,3,0
3809,PA,137,415,0,0,0,248.3,63,250.4,108,159.1,94,9.6,4,1,0
3810,VT,93,415,0,1,37,230.4,95,155.5,89,179.0,90,10.4,9,3,0
3811,OR,103,408,0,0,0,185.8,118,86.8,84,208.4,115,10.7,9,1,0
3812,CA,96,415,0,0,0,183.9,88,109.2,86,190.2,78,16.6,7,2,0
3813,NY,77,415,1,0,0,132.9,86,168.1,121,196.3,102,7.8,3,0,0
3814,NM,116,510,0,0,0,179.0,81,200.0,116,168.6,74,15.8,7,1,0
3815,MN,96,408,1,0,0,188.8,119,216.9,100,208.5,116,5.8,3,3,0
3816,CT,60,415,1,1,45,135.6,101,94.9,73,154.0,118,9.8,3,4,1
3817,IA,105,408,1,1,31,172.5,103,113.6,102,261.6,104,10.8,4,2,0
3818,NJ,107,510,0,0,0,156.3,75,215.3,93,118.2,115,8.8,2,1,0
3819,CA,86,415,0,0,0,234.6,102,268.3,109,195.6,102,11.6,4,1,1
3820,VT,115,415,0,0,0,202.1,95,231.6,89,214.6,165,13.1,7,1,0
3821,TN,128,510,0,1,40,272.2,112,239.9,111,257.3,124,11.6,2,1,0
3822,SD,97,415,0,0,0,245.2,109,165.5,152,159.2,96,9.1,8,1,0
3823,CO,90,415,0,0,0,207.6,82,193.3,105,149.7,68,11.2,6,1,0
3824,KY,22,415,0,0,0,222.9,97,172.6,91,187.6,99,10.1,3,1,0
3825,IA,121,415,0,0,0,273.8,96,263.1,106,201.5,83,10.8,3,1,1
3826,CT,169,510,0,0,0,192.8,98,273.2,125,266.3,102,11.4,6,2,0
3827,MA,83,510,0,0,0,268.7,81,145.5,100,185.6,86,9.4,6,0,0
3828,NV,87,408,0,1,48,178.8,91,246.8,106,262.4,119,9.0,8,1,0
3829,VA,126,415,0,1,24,197.3,82,167.6,51,222.0,89,7.4,3,1,0
3830,NY,61,415,0,1,36,233.9,97,175.6,133,177.0,83,9.5,4,1,0
3831,MO,90,408,1,0,0,207.1,87,208.5,87,146.0,95,4.4,5,2,0
3832,FL,131,408,0,0,0,136.8,84,179.4,81,235.2,151,5.0,3,2,0
3833,SC,89,415,0,0,0,159.4,126,207.0,108,141.6,121,11.1,4,1,0
3834,IL,71,415,0,0,0,112.1,122,157.9,86,271.6,104,11.1,5,0,0
3835,NE,166,415,0,0,0,238.6,117,242.8,73,203.3,130,10.0,8,4,0
3836,AK,146,510,1,0,0,163.5,85,224.8,149,253.1,116,9.8,4,1,0
3837,TN,90,408,1,0,0,127.2,94,221.1,108,110.7,106,11.2,3,2,0
3838,NM,59,408,0,0,0,145.8,95,228.3,81,247.5,87,9.6,5,0,0
3839,NV,25,415,0,0,0,250.1,108,221.9,97,208.5,84,11.1,3,2,0
3840,WV,105,510,0,0,0,101.5,83,193.8,83,214.3,113,11.7,4,3,0
3841,IL,143,415,0,1,26,119.6,133,247.0,136,227.3,54,13.0,3,1,0
3842,HI,56,415,0,0,0,158.2,85,197.9,91,159.9,133,7.7,7,1,0
